Vx	V(q)	V(q_bar)
5.140000000000000e-01	2.777347e-01	1.799506e+00
5.150000000000000e-01	2.783416e-01	1.799498e+00
5.160000000000000e-01	2.789488e-01	1.799490e+00
5.170000000000000e-01	2.795563e-01	1.799482e+00
5.180000000000000e-01	2.801642e-01	1.799474e+00
5.190000000000000e-01	2.807724e-01	1.799466e+00
5.200000000000000e-01	2.813810e-01	1.799457e+00
5.210000000000000e-01	2.819899e-01	1.799449e+00
5.220000000000000e-01	2.825991e-01	1.799440e+00
5.230000000000000e-01	2.832088e-01	1.799432e+00
5.240000000000000e-01	2.838187e-01	1.799423e+00
5.250000000000000e-01	2.844290e-01	1.799414e+00
5.260000000000000e-01	2.850397e-01	1.799404e+00
5.270000000000000e-01	2.856507e-01	1.799395e+00
5.280000000000000e-01	2.862621e-01	1.799386e+00
5.290000000000000e-01	2.868739e-01	1.799376e+00
5.300000000000000e-01	2.874860e-01	1.799366e+00
5.310000000000000e-01	2.880984e-01	1.799356e+00
5.320000000000000e-01	2.887112e-01	1.799346e+00
5.330000000000000e-01	2.893244e-01	1.799336e+00
5.340000000000000e-01	2.899380e-01	1.799325e+00
5.350000000000000e-01	2.905519e-01	1.799315e+00
5.360000000000000e-01	2.911662e-01	1.799304e+00
5.370000000000000e-01	2.917808e-01	1.799293e+00
5.380000000000000e-01	2.923959e-01	1.799282e+00
5.390000000000000e-01	2.930112e-01	1.799271e+00
5.400000000000000e-01	2.936270e-01	1.799259e+00
5.410000000000000e-01	2.942432e-01	1.799248e+00
5.420000000000000e-01	2.948597e-01	1.799236e+00
5.430000000000000e-01	2.954766e-01	1.799224e+00
5.440000000000000e-01	2.960939e-01	1.799212e+00
5.450000000000000e-01	2.967115e-01	1.799199e+00
5.460000000000000e-01	2.973295e-01	1.799187e+00
5.470000000000000e-01	2.979479e-01	1.799174e+00
5.480000000000000e-01	2.985668e-01	1.799161e+00
5.490000000000000e-01	2.991859e-01	1.799148e+00
5.500000000000000e-01	2.998055e-01	1.799134e+00
5.510000000000000e-01	3.004255e-01	1.799121e+00
5.520000000000000e-01	3.010459e-01	1.799107e+00
5.530000000000000e-01	3.016666e-01	1.799093e+00
5.540000000000000e-01	3.022878e-01	1.799079e+00
5.550000000000000e-01	3.029093e-01	1.799064e+00
5.560000000000000e-01	3.035313e-01	1.799050e+00
5.570000000000001e-01	3.041536e-01	1.799035e+00
5.580000000000001e-01	3.047764e-01	1.799019e+00
5.590000000000001e-01	3.053995e-01	1.799004e+00
5.600000000000001e-01	3.060231e-01	1.798988e+00
5.610000000000001e-01	3.066471e-01	1.798972e+00
5.620000000000001e-01	3.072715e-01	1.798956e+00
5.630000000000001e-01	3.078963e-01	1.798940e+00
5.640000000000001e-01	3.085215e-01	1.798923e+00
5.650000000000001e-01	3.091471e-01	1.798906e+00
5.660000000000001e-01	3.097731e-01	1.798889e+00
5.670000000000001e-01	3.103996e-01	1.798872e+00
5.680000000000001e-01	3.110265e-01	1.798854e+00
5.690000000000001e-01	3.116538e-01	1.798836e+00
5.700000000000001e-01	3.122816e-01	1.798818e+00
5.710000000000001e-01	3.129098e-01	1.798799e+00
5.720000000000001e-01	3.135383e-01	1.798780e+00
5.730000000000001e-01	3.141674e-01	1.798761e+00
5.740000000000001e-01	3.147969e-01	1.798741e+00
5.750000000000001e-01	3.154268e-01	1.798722e+00
5.760000000000001e-01	3.160571e-01	1.798702e+00
5.770000000000000e-01	3.166879e-01	1.798681e+00
5.780000000000000e-01	3.173192e-01	1.798660e+00
5.790000000000000e-01	3.179509e-01	1.798639e+00
5.800000000000000e-01	3.185830e-01	1.798618e+00
5.810000000000000e-01	3.192156e-01	1.798596e+00
5.820000000000000e-01	3.198487e-01	1.798574e+00
5.830000000000000e-01	3.204822e-01	1.798552e+00
5.840000000000000e-01	3.211161e-01	1.798529e+00
5.850000000000000e-01	3.217506e-01	1.798506e+00
5.860000000000000e-01	3.223855e-01	1.798482e+00
5.870000000000000e-01	3.230208e-01	1.798458e+00
5.880000000000000e-01	3.236567e-01	1.798434e+00
5.890000000000000e-01	3.242930e-01	1.798409e+00
5.900000000000000e-01	3.249298e-01	1.798384e+00
5.910000000000000e-01	3.255671e-01	1.798359e+00
5.920000000000000e-01	3.262048e-01	1.798333e+00
5.930000000000000e-01	3.268431e-01	1.798307e+00
5.940000000000000e-01	3.274818e-01	1.798280e+00
5.950000000000000e-01	3.281211e-01	1.798253e+00
5.960000000000000e-01	3.287608e-01	1.798226e+00
5.970000000000000e-01	3.294010e-01	1.798198e+00
5.980000000000000e-01	3.300417e-01	1.798169e+00
5.990000000000000e-01	3.306829e-01	1.798140e+00
6.000000000000000e-01	3.313247e-01	1.798111e+00
6.010000000000000e-01	3.319669e-01	1.798081e+00
6.020000000000000e-01	3.326097e-01	1.798051e+00
6.030000000000000e-01	3.332530e-01	1.798020e+00
6.040000000000000e-01	3.338968e-01	1.797989e+00
6.050000000000000e-01	3.345411e-01	1.797957e+00
6.060000000000000e-01	3.351859e-01	1.797925e+00
6.070000000000000e-01	3.358313e-01	1.797893e+00
6.080000000000000e-01	3.364772e-01	1.797859e+00
6.090000000000000e-01	3.371237e-01	1.797826e+00
6.100000000000000e-01	3.377707e-01	1.797791e+00
6.110000000000000e-01	3.384182e-01	1.797757e+00
6.120000000000000e-01	3.390663e-01	1.797721e+00
6.130000000000000e-01	3.397150e-01	1.797685e+00
6.140000000000000e-01	3.403642e-01	1.797649e+00
6.150000000000000e-01	3.410140e-01	1.797612e+00
6.160000000000000e-01	3.416643e-01	1.797574e+00
6.170000000000000e-01	3.423152e-01	1.797536e+00
6.180000000000000e-01	3.429667e-01	1.797497e+00
6.190000000000000e-01	3.436188e-01	1.797457e+00
6.200000000000000e-01	3.442714e-01	1.797417e+00
6.210000000000000e-01	3.449246e-01	1.797377e+00
6.220000000000000e-01	3.455785e-01	1.797335e+00
6.230000000000000e-01	3.462329e-01	1.797293e+00
6.240000000000000e-01	3.468879e-01	1.797251e+00
6.250000000000000e-01	3.475435e-01	1.797207e+00
6.260000000000000e-01	3.481997e-01	1.797163e+00
6.270000000000000e-01	3.488566e-01	1.797118e+00
6.280000000000000e-01	3.495140e-01	1.797073e+00
6.290000000000000e-01	3.501721e-01	1.797027e+00
6.300000000000000e-01	3.508309e-01	1.796980e+00
6.310000000000000e-01	3.514902e-01	1.796932e+00
6.320000000000000e-01	3.521502e-01	1.796883e+00
6.330000000000000e-01	3.528108e-01	1.796834e+00
6.340000000000000e-01	3.534721e-01	1.796784e+00
6.350000000000000e-01	3.541340e-01	1.796733e+00
6.360000000000000e-01	3.547966e-01	1.796682e+00
6.370000000000000e-01	3.554598e-01	1.796629e+00
6.380000000000000e-01	3.561237e-01	1.796576e+00
6.390000000000000e-01	3.567883e-01	1.796522e+00
6.400000000000000e-01	3.574536e-01	1.796467e+00
6.410000000000000e-01	3.581196e-01	1.796411e+00
6.420000000000000e-01	3.587862e-01	1.796355e+00
6.430000000000000e-01	3.594536e-01	1.796297e+00
6.440000000000000e-01	3.601216e-01	1.796238e+00
6.450000000000000e-01	3.607904e-01	1.796179e+00
6.460000000000000e-01	3.614598e-01	1.796118e+00
6.470000000000000e-01	3.621300e-01	1.796057e+00
6.480000000000000e-01	3.628009e-01	1.795995e+00
6.490000000000000e-01	3.634726e-01	1.795931e+00
6.500000000000000e-01	3.641450e-01	1.795867e+00
6.510000000000000e-01	3.648181e-01	1.795801e+00
6.520000000000000e-01	3.654920e-01	1.795735e+00
6.530000000000000e-01	3.661666e-01	1.795667e+00
6.540000000000000e-01	3.668420e-01	1.795599e+00
6.550000000000000e-01	3.675182e-01	1.795529e+00
6.560000000000000e-01	3.681952e-01	1.795458e+00
6.570000000000000e-01	3.688729e-01	1.795386e+00
6.580000000000000e-01	3.695515e-01	1.795313e+00
6.590000000000000e-01	3.702308e-01	1.795239e+00
6.600000000000000e-01	3.709109e-01	1.795163e+00
6.610000000000000e-01	3.715919e-01	1.795087e+00
6.620000000000000e-01	3.722737e-01	1.795009e+00
6.630000000000000e-01	3.729562e-01	1.794930e+00
6.640000000000000e-01	3.736397e-01	1.794849e+00
6.650000000000000e-01	3.743240e-01	1.794767e+00
6.660000000000000e-01	3.750091e-01	1.794684e+00
6.670000000000000e-01	3.756951e-01	1.794600e+00
6.680000000000000e-01	3.763820e-01	1.794514e+00
6.690000000000000e-01	3.770697e-01	1.794427e+00
6.700000000000000e-01	3.777583e-01	1.794339e+00
6.710000000000000e-01	3.784478e-01	1.794249e+00
6.720000000000000e-01	3.791382e-01	1.794157e+00
6.730000000000000e-01	3.798296e-01	1.794064e+00
6.740000000000000e-01	3.805218e-01	1.793970e+00
6.750000000000000e-01	3.812149e-01	1.793874e+00
6.760000000000000e-01	3.819090e-01	1.793777e+00
6.770000000000000e-01	3.826041e-01	1.793678e+00
6.780000000000000e-01	3.833001e-01	1.793577e+00
6.790000000000000e-01	3.839970e-01	1.793475e+00
6.800000000000000e-01	3.846949e-01	1.793371e+00
6.810000000000000e-01	3.853938e-01	1.793265e+00
6.820000000000001e-01	3.860937e-01	1.793158e+00
6.830000000000001e-01	3.867946e-01	1.793049e+00
6.840000000000001e-01	3.874965e-01	1.792938e+00
6.850000000000001e-01	3.881994e-01	1.792826e+00
6.860000000000001e-01	3.889034e-01	1.792711e+00
6.870000000000001e-01	3.896084e-01	1.792595e+00
6.880000000000001e-01	3.903144e-01	1.792477e+00
6.890000000000001e-01	3.910215e-01	1.792357e+00
6.900000000000001e-01	3.917297e-01	1.792235e+00
6.910000000000001e-01	3.924389e-01	1.792111e+00
6.920000000000001e-01	3.931492e-01	1.791985e+00
6.930000000000001e-01	3.938607e-01	1.791857e+00
6.940000000000001e-01	3.945732e-01	1.791726e+00
6.950000000000001e-01	3.952869e-01	1.791594e+00
6.960000000000001e-01	3.960017e-01	1.791460e+00
6.970000000000001e-01	3.967177e-01	1.791323e+00
6.980000000000001e-01	3.974348e-01	1.791184e+00
6.990000000000001e-01	3.981531e-01	1.791043e+00
7.000000000000001e-01	3.988726e-01	1.790900e+00
7.010000000000001e-01	3.995932e-01	1.790754e+00
7.020000000000001e-01	4.003151e-01	1.790606e+00
7.030000000000001e-01	4.010382e-01	1.790455e+00
7.040000000000000e-01	4.017626e-01	1.790302e+00
7.050000000000000e-01	4.024882e-01	1.790146e+00
7.060000000000000e-01	4.032150e-01	1.789988e+00
7.070000000000000e-01	4.039432e-01	1.789828e+00
7.080000000000000e-01	4.046725e-01	1.789664e+00
7.090000000000000e-01	4.054033e-01	1.789498e+00
7.100000000000000e-01	4.061353e-01	1.789330e+00
7.110000000000000e-01	4.068686e-01	1.789158e+00
7.120000000000000e-01	4.076033e-01	1.788984e+00
7.130000000000000e-01	4.083394e-01	1.788806e+00
7.140000000000000e-01	4.090768e-01	1.788626e+00
7.150000000000000e-01	4.098156e-01	1.788443e+00
7.160000000000000e-01	4.105558e-01	1.788257e+00
7.170000000000000e-01	4.112975e-01	1.788068e+00
7.180000000000000e-01	4.120405e-01	1.787875e+00
7.190000000000000e-01	4.127851e-01	1.787680e+00
7.200000000000000e-01	4.135310e-01	1.787481e+00
7.210000000000000e-01	4.142785e-01	1.787279e+00
7.220000000000000e-01	4.150274e-01	1.787073e+00
7.230000000000000e-01	4.157779e-01	1.786865e+00
7.240000000000000e-01	4.165299e-01	1.786652e+00
7.250000000000000e-01	4.172835e-01	1.786437e+00
7.260000000000000e-01	4.180386e-01	1.786217e+00
7.270000000000000e-01	4.187953e-01	1.785994e+00
7.280000000000000e-01	4.195536e-01	1.785767e+00
7.290000000000000e-01	4.203135e-01	1.785537e+00
7.300000000000000e-01	4.210751e-01	1.785303e+00
7.310000000000000e-01	4.218383e-01	1.785064e+00
7.320000000000000e-01	4.226032e-01	1.784822e+00
7.330000000000000e-01	4.233698e-01	1.784576e+00
7.340000000000000e-01	4.241381e-01	1.784325e+00
7.350000000000000e-01	4.249081e-01	1.784071e+00
7.360000000000000e-01	4.256800e-01	1.783812e+00
7.370000000000000e-01	4.264535e-01	1.783548e+00
7.380000000000000e-01	4.272289e-01	1.783281e+00
7.390000000000000e-01	4.280061e-01	1.783009e+00
7.400000000000000e-01	4.287851e-01	1.782732e+00
7.410000000000000e-01	4.295660e-01	1.782451e+00
7.420000000000000e-01	4.303488e-01	1.782165e+00
7.430000000000000e-01	4.311335e-01	1.781874e+00
7.440000000000000e-01	4.319202e-01	1.781578e+00
7.450000000000000e-01	4.327087e-01	1.781277e+00
7.460000000000000e-01	4.334993e-01	1.780971e+00
7.470000000000000e-01	4.342919e-01	1.780660e+00
7.480000000000000e-01	4.350865e-01	1.780344e+00
7.490000000000000e-01	4.358832e-01	1.780022e+00
7.500000000000000e-01	4.366819e-01	1.779695e+00
7.510000000000000e-01	4.374828e-01	1.779362e+00
7.520000000000000e-01	4.382858e-01	1.779024e+00
7.530000000000000e-01	4.390909e-01	1.778679e+00
7.540000000000000e-01	4.398983e-01	1.778329e+00
7.550000000000000e-01	4.407078e-01	1.777974e+00
7.560000000000000e-01	4.415196e-01	1.777611e+00
7.570000000000000e-01	4.423337e-01	1.777243e+00
7.580000000000000e-01	4.431501e-01	1.776869e+00
7.590000000000000e-01	4.439688e-01	1.776488e+00
7.600000000000000e-01	4.447899e-01	1.776100e+00
7.610000000000000e-01	4.456134e-01	1.775706e+00
7.620000000000000e-01	4.464394e-01	1.775305e+00
7.630000000000000e-01	4.472678e-01	1.774897e+00
7.640000000000000e-01	4.480987e-01	1.774482e+00
7.650000000000000e-01	4.489322e-01	1.774060e+00
7.660000000000000e-01	4.497682e-01	1.773631e+00
7.670000000000000e-01	4.506068e-01	1.773194e+00
7.680000000000000e-01	4.514481e-01	1.772750e+00
7.690000000000000e-01	4.522920e-01	1.772298e+00
7.700000000000000e-01	4.531387e-01	1.771838e+00
7.710000000000000e-01	4.539881e-01	1.771370e+00
7.720000000000000e-01	4.548404e-01	1.770894e+00
7.730000000000000e-01	4.556954e-01	1.770409e+00
7.740000000000000e-01	4.565534e-01	1.769916e+00
7.750000000000000e-01	4.574143e-01	1.769414e+00
7.760000000000000e-01	4.582781e-01	1.768904e+00
7.770000000000000e-01	4.591450e-01	1.768385e+00
7.780000000000000e-01	4.600149e-01	1.767856e+00
7.790000000000000e-01	4.608879e-01	1.767318e+00
7.800000000000000e-01	4.617641e-01	1.766770e+00
7.810000000000000e-01	4.626435e-01	1.766213e+00
7.820000000000000e-01	4.635262e-01	1.765646e+00
7.830000000000000e-01	4.644121e-01	1.765069e+00
7.840000000000000e-01	4.653014e-01	1.764481e+00
7.850000000000000e-01	4.661942e-01	1.763883e+00
7.860000000000000e-01	4.670903e-01	1.763274e+00
7.870000000000000e-01	4.679901e-01	1.762655e+00
7.880000000000000e-01	4.688934e-01	1.762024e+00
7.890000000000000e-01	4.698004e-01	1.761381e+00
7.900000000000000e-01	4.707110e-01	1.760727e+00
7.910000000000000e-01	4.716254e-01	1.760061e+00
7.920000000000000e-01	4.725437e-01	1.759383e+00
7.930000000000000e-01	4.734659e-01	1.758693e+00
7.940000000000000e-01	4.743921e-01	1.757989e+00
7.950000000000000e-01	4.753222e-01	1.757273e+00
7.960000000000000e-01	4.762566e-01	1.756544e+00
7.970000000000000e-01	4.771951e-01	1.755801e+00
7.980000000000000e-01	4.781379e-01	1.755044e+00
7.990000000000000e-01	4.790850e-01	1.754274e+00
8.000000000000000e-01	4.800366e-01	1.753488e+00
8.010000000000000e-01	4.809926e-01	1.752688e+00
8.020000000000000e-01	4.819533e-01	1.751873e+00
8.030000000000000e-01	4.829187e-01	1.751043e+00
8.040000000000000e-01	4.838889e-01	1.750196e+00
8.050000000000000e-01	4.848639e-01	1.749334e+00
8.060000000000000e-01	4.858440e-01	1.748455e+00
8.070000000000001e-01	4.868291e-01	1.747559e+00
8.080000000000001e-01	4.878194e-01	1.746646e+00
8.090000000000001e-01	4.888150e-01	1.745715e+00
8.100000000000001e-01	4.898160e-01	1.744766e+00
8.110000000000001e-01	4.908226e-01	1.743798e+00
8.120000000000001e-01	4.918348e-01	1.742811e+00
8.130000000000001e-01	4.928528e-01	1.741805e+00
8.140000000000001e-01	4.938767e-01	1.740778e+00
8.150000000000001e-01	4.949067e-01	1.739731e+00
8.160000000000001e-01	4.959428e-01	1.738663e+00
8.170000000000001e-01	4.969853e-01	1.737573e+00
8.180000000000001e-01	4.980343e-01	1.736460e+00
8.190000000000001e-01	4.990899e-01	1.735325e+00
8.200000000000001e-01	5.001523e-01	1.734167e+00
8.210000000000001e-01	5.012218e-01	1.732984e+00
8.220000000000001e-01	5.022984e-01	1.731776e+00
8.230000000000001e-01	5.033823e-01	1.730543e+00
8.240000000000001e-01	5.044737e-01	1.729283e+00
8.250000000000001e-01	5.055730e-01	1.727997e+00
8.260000000000001e-01	5.066803e-01	1.726682e+00
8.270000000000001e-01	5.077956e-01	1.725339e+00
8.280000000000001e-01	5.089195e-01	1.723966e+00
8.290000000000001e-01	5.100520e-01	1.722563e+00
8.300000000000001e-01	5.111935e-01	1.721128e+00
8.310000000000001e-01	5.123441e-01	1.719660e+00
8.320000000000001e-01	5.135043e-01	1.718158e+00
8.330000000000000e-01	5.146743e-01	1.716622e+00
8.340000000000000e-01	5.158544e-01	1.715050e+00
8.350000000000000e-01	5.170450e-01	1.713440e+00
8.360000000000000e-01	5.182464e-01	1.711792e+00
8.370000000000000e-01	5.194589e-01	1.710103e+00
8.380000000000000e-01	5.206831e-01	1.708373e+00
8.390000000000000e-01	5.219194e-01	1.706599e+00
8.400000000000000e-01	5.231681e-01	1.704781e+00
8.410000000000000e-01	5.244298e-01	1.702915e+00
8.420000000000000e-01	5.257050e-01	1.701001e+00
8.430000000000000e-01	5.269942e-01	1.699035e+00
8.440000000000000e-01	5.282981e-01	1.697017e+00
8.450000000000000e-01	5.296174e-01	1.694942e+00
8.460000000000000e-01	5.309526e-01	1.692810e+00
8.470000000000000e-01	5.323045e-01	1.690616e+00
8.480000000000000e-01	5.336740e-01	1.688358e+00
8.490000000000000e-01	5.350620e-01	1.686033e+00
8.500000000000000e-01	5.364693e-01	1.683636e+00
8.510000000000000e-01	5.378971e-01	1.681164e+00
8.520000000000000e-01	5.393464e-01	1.678613e+00
8.530000000000000e-01	5.408187e-01	1.675977e+00
8.540000000000000e-01	5.423152e-01	1.673251e+00
8.550000000000000e-01	5.438375e-01	1.670430e+00
8.560000000000000e-01	5.453875e-01	1.667506e+00
8.570000000000000e-01	5.469670e-01	1.664473e+00
8.580000000000000e-01	5.485781e-01	1.661322e+00
8.590000000000000e-01	5.502235e-01	1.658043e+00
8.600000000000000e-01	5.519060e-01	1.654626e+00
8.610000000000000e-01	5.536289e-01	1.651058e+00
8.620000000000000e-01	5.553960e-01	1.647324e+00
8.630000000000000e-01	5.572119e-01	1.643408e+00
8.640000000000000e-01	5.590817e-01	1.639289e+00
8.650000000000000e-01	5.610121e-01	1.634943e+00
8.660000000000000e-01	5.630109e-01	1.630339e+00
8.670000000000000e-01	5.650877e-01	1.625440e+00
8.680000000000000e-01	5.672551e-01	1.620199e+00
8.690000000000000e-01	5.695292e-01	1.614555e+00
8.700000000000000e-01	5.719318e-01	1.608425e+00
8.710000000000000e-01	5.744935e-01	1.601690e+00
8.720000000000000e-01	5.772597e-01	1.594180e+00
8.730000000000000e-01	5.803026e-01	1.585616e+00
8.740000000000000e-01	5.837519e-01	1.575505e+00
8.750000000000000e-01	5.878869e-01	1.562779e+00
8.760000000000000e-01	5.937631e-01	1.543405e+00
8.770000000000000e-01	8.383297e-01	7.811006e-01
8.780000000000000e-01	8.400354e-01	7.790231e-01
8.790000000000000e-01	8.417384e-01	7.769521e-01
8.800000000000000e-01	8.434393e-01	7.748859e-01
8.810000000000000e-01	8.451379e-01	7.728251e-01
8.820000000000000e-01	8.468342e-01	7.707697e-01
8.830000000000000e-01	8.485281e-01	7.687194e-01
8.840000000000000e-01	8.502198e-01	7.666745e-01
8.850000000000000e-01	8.519092e-01	7.646348e-01
8.860000000000000e-01	8.535962e-01	7.626003e-01
8.870000000000000e-01	8.552809e-01	7.605710e-01
8.880000000000000e-01	8.569633e-01	7.585468e-01
8.890000000000000e-01	8.586434e-01	7.565278e-01
8.900000000000000e-01	8.603212e-01	7.545139e-01
8.910000000000000e-01	8.619966e-01	7.525050e-01
8.920000000000000e-01	8.636697e-01	7.505013e-01
8.930000000000000e-01	8.653404e-01	7.485026e-01
8.940000000000000e-01	8.670087e-01	7.465090e-01
8.950000000000000e-01	8.686748e-01	7.445204e-01
8.960000000000000e-01	8.703384e-01	7.425369e-01
8.970000000000000e-01	8.719996e-01	7.405584e-01
8.980000000000000e-01	8.736584e-01	7.385849e-01
8.990000000000000e-01	8.753148e-01	7.366165e-01
9.000000000000000e-01	8.769688e-01	7.346531e-01
9.010000000000000e-01	8.786203e-01	7.326946e-01
9.020000000000000e-01	8.802694e-01	7.307412e-01
9.030000000000000e-01	8.819160e-01	7.287928e-01
9.040000000000000e-01	8.835602e-01	7.268494e-01
9.050000000000000e-01	8.852018e-01	7.249110e-01
9.060000000000000e-01	8.868409e-01	7.229776e-01
9.070000000000000e-01	8.884776e-01	7.210492e-01
9.080000000000000e-01	8.901116e-01	7.191259e-01
9.090000000000000e-01	8.917431e-01	7.172076e-01
9.100000000000000e-01	8.933721e-01	7.152942e-01
9.110000000000000e-01	8.949984e-01	7.133859e-01
9.120000000000000e-01	8.966221e-01	7.114828e-01
9.130000000000000e-01	8.982432e-01	7.095846e-01
9.140000000000000e-01	8.998617e-01	7.076915e-01
9.150000000000000e-01	9.014775e-01	7.058035e-01
9.160000000000000e-01	9.030905e-01	7.039205e-01
9.170000000000000e-01	9.047009e-01	7.020426e-01
9.180000000000000e-01	9.063087e-01	7.001699e-01
9.190000000000000e-01	9.079136e-01	6.983022e-01
9.200000000000000e-01	9.095157e-01	6.964397e-01
9.210000000000000e-01	9.111151e-01	6.945823e-01
9.220000000000000e-01	9.127117e-01	6.927301e-01
9.230000000000000e-01	9.143054e-01	6.908831e-01
9.240000000000000e-01	9.158963e-01	6.890413e-01
9.250000000000000e-01	9.174843e-01	6.872046e-01
9.260000000000000e-01	9.190695e-01	6.853732e-01
9.270000000000000e-01	9.206517e-01	6.835470e-01
9.280000000000000e-01	9.222310e-01	6.817260e-01
9.290000000000000e-01	9.238073e-01	6.799103e-01
9.300000000000000e-01	9.253806e-01	6.780999e-01
9.310000000000000e-01	9.269510e-01	6.762948e-01
9.320000000000001e-01	9.285184e-01	6.744950e-01
9.330000000000001e-01	9.300826e-01	6.727005e-01
9.340000000000001e-01	9.316438e-01	6.709114e-01
9.350000000000001e-01	9.332020e-01	6.691276e-01
9.360000000000001e-01	9.347570e-01	6.673493e-01
9.370000000000001e-01	9.363089e-01	6.655763e-01
9.380000000000001e-01	9.378576e-01	6.638088e-01
9.390000000000001e-01	9.394032e-01	6.620467e-01
9.400000000000001e-01	9.409456e-01	6.602901e-01
9.410000000000001e-01	9.424847e-01	6.585389e-01
9.420000000000001e-01	9.440206e-01	6.567933e-01
9.430000000000001e-01	9.455532e-01	6.550531e-01
9.440000000000001e-01	9.470826e-01	6.533185e-01
9.450000000000001e-01	9.486086e-01	6.515895e-01
9.460000000000001e-01	9.501314e-01	6.498659e-01
9.470000000000001e-01	9.516507e-01	6.481480e-01
9.480000000000001e-01	9.531667e-01	6.464357e-01
9.490000000000001e-01	9.546794e-01	6.447290e-01
9.500000000000001e-01	9.561886e-01	6.430278e-01
9.510000000000001e-01	9.576944e-01	6.413324e-01
9.520000000000001e-01	9.591967e-01	6.396426e-01
9.530000000000001e-01	9.606957e-01	6.379585e-01
9.540000000000001e-01	9.621911e-01	6.362801e-01
9.550000000000001e-01	9.636830e-01	6.346074e-01
9.560000000000001e-01	9.651715e-01	6.329404e-01
9.570000000000001e-01	9.666563e-01	6.312791e-01
9.580000000000001e-01	9.681377e-01	6.296236e-01
9.590000000000001e-01	9.696155e-01	6.279738e-01
9.600000000000000e-01	9.710897e-01	6.263298e-01
9.610000000000000e-01	9.725603e-01	6.246916e-01
9.620000000000000e-01	9.740273e-01	6.230592e-01
9.630000000000000e-01	9.754907e-01	6.214325e-01
9.640000000000000e-01	9.769505e-01	6.198117e-01
9.650000000000000e-01	9.784067e-01	6.181967e-01
9.660000000000000e-01	9.798591e-01	6.165875e-01
9.670000000000000e-01	9.813080e-01	6.149842e-01
9.680000000000000e-01	9.827531e-01	6.133866e-01
9.690000000000000e-01	9.841946e-01	6.117949e-01
9.700000000000000e-01	9.856324e-01	6.102091e-01
9.710000000000000e-01	9.870664e-01	6.086291e-01
9.720000000000000e-01	9.884968e-01	6.070550e-01
9.730000000000000e-01	9.899235e-01	6.054868e-01
9.740000000000000e-01	9.913465e-01	6.039243e-01
9.750000000000000e-01	9.927657e-01	6.023678e-01
9.760000000000000e-01	9.941813e-01	6.008171e-01
9.770000000000000e-01	9.955931e-01	5.992723e-01
9.780000000000000e-01	9.970011e-01	5.977333e-01
9.790000000000000e-01	9.984055e-01	5.962002e-01
9.800000000000000e-01	9.998060e-01	5.946730e-01
9.810000000000000e-01	1.001203e+00	5.931516e-01
9.820000000000000e-01	1.002596e+00	5.916360e-01
9.830000000000000e-01	1.003986e+00	5.901263e-01
9.840000000000000e-01	1.005371e+00	5.886224e-01
9.850000000000000e-01	1.006753e+00	5.871243e-01
9.860000000000000e-01	1.008131e+00	5.856321e-01
9.870000000000000e-01	1.009506e+00	5.841457e-01
9.880000000000000e-01	1.010877e+00	5.826650e-01
9.890000000000000e-01	1.012244e+00	5.811902e-01
9.900000000000000e-01	1.013607e+00	5.797212e-01
9.910000000000000e-01	1.014967e+00	5.782579e-01
9.920000000000000e-01	1.016323e+00	5.768003e-01
9.930000000000000e-01	1.017675e+00	5.753486e-01
9.940000000000000e-01	1.019024e+00	5.739025e-01
9.950000000000000e-01	1.020369e+00	5.724622e-01
9.960000000000000e-01	1.021711e+00	5.710275e-01
9.970000000000000e-01	1.023048e+00	5.695986e-01
9.980000000000000e-01	1.024383e+00	5.681753e-01
9.990000000000000e-01	1.025713e+00	5.667577e-01
1.000000000000000e+00	1.027040e+00	5.653456e-01
1.001000000000000e+00	1.028363e+00	5.639393e-01
1.002000000000000e+00	1.029683e+00	5.625385e-01
1.003000000000000e+00	1.031000e+00	5.611433e-01
1.004000000000000e+00	1.032313e+00	5.597537e-01
1.005000000000000e+00	1.033622e+00	5.583695e-01
1.006000000000000e+00	1.034927e+00	5.569909e-01
1.007000000000000e+00	1.036230e+00	5.556178e-01
1.008000000000000e+00	1.037529e+00	5.542502e-01
1.009000000000000e+00	1.038824e+00	5.528880e-01
1.010000000000000e+00	1.040116e+00	5.515312e-01
1.011000000000000e+00	1.041405e+00	5.501798e-01
1.012000000000000e+00	1.042690e+00	5.488338e-01
1.013000000000000e+00	1.043972e+00	5.474932e-01
1.014000000000000e+00	1.045251e+00	5.461579e-01
1.015000000000000e+00	1.046526e+00	5.448279e-01
1.016000000000000e+00	1.047798e+00	5.435032e-01
1.017000000000000e+00	1.049067e+00	5.421837e-01
1.018000000000000e+00	1.050332e+00	5.408695e-01
1.019000000000000e+00	1.051594e+00	5.395604e-01
1.020000000000000e+00	1.052853e+00	5.382566e-01
1.021000000000000e+00	1.054109e+00	5.369579e-01
1.022000000000000e+00	1.055362e+00	5.356643e-01
1.023000000000000e+00	1.056612e+00	5.343758e-01
1.024000000000000e+00	1.057858e+00	5.330924e-01
1.025000000000000e+00	1.059102e+00	5.318140e-01
1.026000000000000e+00	1.060342e+00	5.305406e-01
1.027000000000000e+00	1.061580e+00	5.292722e-01
1.028000000000000e+00	1.062814e+00	5.280088e-01
1.029000000000000e+00	1.064046e+00	5.267503e-01
1.030000000000000e+00	1.065275e+00	5.254967e-01
